author,text
Mao Zedong,"We hail from all corners of the country and have joined together for a common revolutionary objective. And we need the vast majority of the people with us on the road to this objective. Today, we already lead base areas with a population of 91 million but this is not enough; to liberate the whole nation more are needed. In times of difficulty we must not lose sight of our achievements, must see the bright future and must pluck up our courage. The Chinese people are suffering; it is our duty to save them and we must exert ourselves in struggle. Wherever there is struggle there is sacrifice, and death is a common occurrence. But we have the interests of the people and the sufferings of the great majority at heart, and when we die for the people it is a worthy death. Nevertheless, we should do our best to avoid unnecessary sacrifices. Our cadres must show concern for every soldier, and all people in the revolutionary ranks must care for each other, must love and help each other."
Mao Zedong,"From now on, when anyone in our ranks who has done some useful work dies, be he soldier or cook, we should have a funeral ceremony and a memorial meeting in his honor. This should become the rule. And it should be introduced among the people as well. When someone dies in a village, let a memorial meeting be held. In this way we express our mourning for the dead and unite all the people."""
Mao Zedong,"""We have had a very successful congress. We have done three things. First, we have decided on the line of our Party, which is boldly to mobilize the masses and expand the people's forces so that, under the leadership of our Party, they will defeat the Japanese aggressors, liberate the whole people and build a new democratic China."
Mao Zedong,Our aim in propagating the line of the congress is to build up the confidence of the whole Party and the entire people in the certain triumph of the revolution.
Mao Zedong,"...We must also arouse the political consciousness of the entire people so that they may willingly and gladly fight together with us for victory. We should fire the whole people with the conviction that China belongs not to the reactionaries but to the Chinese people. There is an ancient Chinese fable called ""The Foolish Old Man who Removed the Mountains."" It tells of an old man who lived in northern China long, long ago and was known as the Foolish Old Man of North Mountain. His house faced south and beyond his doorway stood the two great peaks, Taihang and Wangwu, obstructing the way. With great determination, he led his sons in digging up these mountains hoe in hand. Another greybeard, known as the Wise Old Man, saw them and said derisively, ""How silly of you to do this! It is quite impossible for you to dig up these two huge mountains."" The Foolish Old Man replied, ""When I die my sons will carry on; when they die, there will be my grandsons and then their sons and grandsons, and so on to infinity. High as they are, the mountains cannot grow any higher and with every bit we dig, they will be that much lower. Why can't we clear them anyway?"" Having refuted the Wise Old Man's wrong view, he went on digging every day, unshaken in his conviction. God was moved by this, and he sent down two angels, who carried the mountains away on their backs. Today, two big mountains lie like a dead weight on the Chinese people. One is imperialism, the other is feudalism. The Chinese Communist Party has long made up its mind to dig them up. We must persevere and work unceasingly, and we too, will touch God's heart. Our God is none other than the masses of the Chinese people. If they stand up and dig together with us, why can't these mountains be cleared away?"""
Mao Zedong,"In his lecture at Changsha, Russell .... took a position in favour of communism but against the dictatorship of the workers and peasants. He said that one should employ the method of education to change the consciousness of the propertied classes, and that in this way it would not be necessary to limit freedom or to have recourse to war and bloody revolution.... My objections to Russell's view point can be stated in a few words: 'This is all very well as a theory, but it is unfeasible in practice' .... Education requires money, people and instruments. In today's world money is entirely in the hands of the capitalists. Those who have charge of education are all either capitalists or wives of capitalists. In today's world the schools and the press, the two most important instruments of education are entirely under capitalist control. In short, education in today's world is capitalist education. If we teach capitalism to children, these children, when they grow up will in turn teach capitalism to a second generation of children. Education thus remains in the hands of the capitalists. Then the capitalists have 'parliaments' to pass laws protecting the capitalists and handicapping the proletariat; they have 'governments' to apply these laws and to enforce the advantages and the prohibitions that they contain; they have 'armies' and 'police' to defend the well-being of the capitalists and to repress the demands of the proletariat; they have 'banks' to serve as repositories in the circulation of their wealth ; they have ' factories', which are the instruments by which they monopolize the production of goods. Thus, if the communists do not seize political power, they will not be able to find any refuge in this world; how, under such circumstances, could they take charge of education? Thus, the capitalists will continue to control education and to praise their capitalism to the skies, so that the number of coverts to the proletariat's communist propaganda will diminish from day to day. "
Mao Zedong,"Consequently, I believe that the method of education is unfeasible.... What I have just said constitutes the first argument. The second argument is that, based on the principle of mental habits and on my observation of human history, I am of the opinion that one absolutely cannot expect the capitalists to become converted to communism.... If one wishes to use the power of education to transform them, then since one cannot obtain control of the whole or even an important part of the two instruments of education — schools and the press — even if one has a mouth and a tongue and one or two schools and newspapers as means of propaganda.... this is really not enough to change the mentality of the adherents of capitalism even slightly; how then can one hope that the latter will repent and turn toward the good? So much from a psychological standpoint. From a historical standpoint.... one observes that no despot imperialist and militarist throughout history has ever been known to leave the stage of history of his own free will without being overthrown by the people. Napoleon I proclaimed himself emperor and failed; then there was Napoleon III. Yuan Shih-K'ai failed; then, also there was Tuan Ch'i-jui.... From what I have just said based on both psychological and a historical standpoint, it can be seen that capitalism cannot be overthrown by the force of a few feeble efforts in the domain of education. This is the second argument. There is yet a third argument, most assuredly a very important argument, even more important in reality. If we use peaceful means to attain the goal of communism, when will we finally achieve it? Let us assume that a century will be required, a century marked by the unceasing groans of the proletariat. What position shall we adopt in the face of this situation?"
Mao Zedong,"The proletariat is many times more numerous than the bourgeoisie; if we assume that the proletariat constitutes two-thirds of humanity, then one billion of the earth's one billion five hundred million inhabitants are proletarians (I fear that the figure is even higher), who during this century will be cruelly exploited by the remaining third of capitalists. How can we bear this? Furthermore, since the proletariat has already become conscious of the fact that it too should possess wealth, and of the fact that its sufferings are unnecessary, the proletarians are discontented, and a demand for communism has arisen and has already become a fact. This fact confronts us, we cannot make it disappear; when we become conscious of it we wish to act. This is why, in my opinion, the Russian revolution, as well as the radical communists in every country, will daily grow more powerful and numerous and more tightly organized. This is the natural result. This is the third argument..... "
Mao Zedong,"There is a further point pertaining to my doubts about anarchism. My argument pertains not merely to the impossibility of a society without power or organization. I should like to mention only the difficulties in the way of the establishment of such form of society and of its final attainment.... For all the reasons just stated, my present viewpoint on absolute liberalism, anarchism, and even democracy is that these things are fine in theory, but not feasible in practice...."
Mao Zedong,"The present coup d'etat has roused the merchants, who have persistently ignored politics, and has led them suddenly to look up and pay attention to politics. This is most welcome news! .... The Shanghai Chamber of Commerce.... has published a declaration to the whole nation. The declaration says: 'We venture to proclaim with sincerity to the Chinese and the foreigners that from the fourteenth day of this month our people do not recognize any action of Ts'ao K'un and Kao Ling-wei, following their usurpation of political power... as qualified to represent the country….’"
Mao Zedong,"At the same time the Chamber of Commerce resolved not to recognize the national assembly, which 'cannot represent the people' s will', and resolved , moreover, to organize a democratic committee as the organ for dealing positively with the affairs of the nation. This action... may be regarded as the first gesture of the merchants to intervene in politics and as a manifestation of the fact that the merchants, who remained silent for three years, now speak in awesome tones ."
Mao Zedong,"The present political problem in China is none other than the problem of the national revolution [kuomin ko-ming]. To use the strength of the people to overthrow the militarists and foreign imperialism, with which the former are in collusion to accomplish their treasonable acts, is the historic mission of the Chinese people. This revolution is the task of the people as a whole. The merchants, workers, peasants, students, and teachers should all come forward to take on the responsibility for a portion of the revolutionary work; but because of historical necessity and current tendencies, the work for which the merchants should be responsible in the national revolution is both more urgent and more important than the work that the rest of the people should take upon themselves. We know that the politics of semicolonial China is characterized by the fact that the militarists and the foreign powers have banded together to impose a twofold oppression on the people of the whole country. The people of the whole country naturally suffer profoundly under this kind of twofold oppression. "
Mao Zedong,"Nevertheless, the merchants are the ones who feel these sufferings most acutely and most urgently. Everybody knows that the likin and customs duties are matters of life and death for the merchants. The pressing demands for the merchants to 'abolish the likin and raise the tariffs' are the expression of their most immediate interest. But abolishing the likin and raising the tariffs is not something that can be easily done, because abolishing the likin hurts the interests of the militarists and raising the tariffs hurts the interest of foreign imperialism. If the likin were abolished completely the militarists would grow thinner day by day, and the merchants fatter. In that case, the merchants would need only to shout in order to overthrow the militarists. But the clever militarists definitely will not do such a foolish thing as to lift a stone in this way and crush their own feet."
Mao Zedong,"And if one were to increase considerably the tariffs on foreign goods or even go so far as to abolish the tariffs fixed by the treaties and replace them by protective tariffs freely set by the Chinese themselves, thus removing the fetters encumbering the Chinese merchants, the industry and commerce of the country would develop rapidly and foreign goods would no longer be able to gain a foothold in China. The cunning foreign imperialists are even less likely to do such a foolish thing.... The positions of the foreign powers and the militarists on the one hand and the merchants on the other are truly incompatible.."
Mao Zedong,"The merchants have hitherto 'loved peace' and have never imagined the political transformation necessitated a revolution which could not be accomplished by a few telegrams in favour of 'the reduction of the number of soldiers, the application of the constitution, and financial reforms'. Still less did they imagine that revolution necessitated their personal participation, and that only by calling for the organization of all the people and creating a mass movement could a revolutionary force be brought into existence. They even went so far as to think that political reform did not require a political party and to call the revolutionary efforts of the Kuomintang superfluous."
Mao Zedong,"It is impossible to compare these juvenile and timid attitudes with the present situation without being convulsed with laughter.... Judging from the actions of the Shanghai merchants in response to the coup d'etat, we know that they have already changed their attitudes, cast away their pacifism, adopted revolutionary methods, drummed up the courage to shoulder responsibility for the affairs of the nation,. and progressed rapidly ....."
Mao Zedong,"The Shanghai merchants have arisen and begun to act. We hope that the merchants outside of Shanghai will all rise up and act together. The present situation is extremely pressing, as though the fire were already singeing our eyebrows, and does not permit us to fall idly asleep once more. At present, we must unite the whole nation in order to carry out the revolution. Factionalism among the merchants cannot be tolerated. They must know that foreign powers and the militarists are the common enemies of all the merchants, as well as of the whole nation. "
Mao Zedong,"Moreover, the advantages obtained after a successful revolution will be common advantages. It is essential to unite and struggle .so as to overthrow the common enemy and assure the common interest.... The broader the organization of merchants, the greater will be their influence, the greater will be their ability to lead the people of the whole country, and the more rapid the success of the revolution!"
Mao Zedong,"In conclusion, we have the following warnings for the merchants of the whole country:  The great cause of revolution is no easy matter, even less so in China, a country under the twofold pressure of the foreign powers and the militarists. The only solution is to call upon the merchants, the workers, the peasants, the students, and the teachers of the whole country, as well as all the others who constitute our nation and who suffer under a common oppression, and to establish a closely knit united front. It is only then that this revolution will succeed., .. We must no longer neglect the lesson to be learned from previous experience, when the Association of Merchants and Teachers refused participation of the workers. "
Mao Zedong,"Now that the merchants have already courageously taken the first step in the revolution, they must take the second step.... endeavour to move forward, and never stop until they have attained their goal. Above all, they must never stop on meeting a slight obstruction, or set out on the false path of making an agreement with the foreign powers and the militarists. Everyone must believe that the only way to save both himself and the nation is through the national revolution. Many revolutionary causes throughout history may serve as our reference and our guide. Circumstances call upon us to perform a historic task. We can no longer be negligent! To open a new era through revolutionary methods, and to build a new nation — such is the historic mission of the Chinese people. We must never forget it!"
Mao Zedong,"We often say: 'The Chinese Government is the counting-house of our foreign masters' . Perhaps there are some who don't believe this. We also say: 'The false show of friendship by foreigners (especially Englishmen and Americans) is merely a pretense of ""amity"" in order that they may squeeze out more of the fat and blood of the Chinese people'. Perhaps there are some who don't believe this either. Ever since the prohibition against the export of cotton was repealed owing to the opposition of the foreigners, it has been impossible not to believe what we have just said to some extent. Now that the foreigners have put pressure on the government to abolish the cigarette tax in Chekiang and other provinces, it is impossible not to believe it a little more. . ."
Mao Zedong,"Of the cigarettes produced by English and American companies, a small portion is imported from England, America, and Japan, and a large portion is manufactured by English and American merchants using Chinese tobacco and Chinese labour in factories set up in Shanghai, Hankow, and elsewhere in China. When the manufactured cigarettes leave the factory, small tax is paid, in accordance with 'treaties' . They are then transported in bulk to the various provinces, and China is not allowed again to tax them 'freely’ . In Chekiang Province alone, the sale of cigarettes amounts to 'over ten million yuan a year' . There is no accurate total figure for the annual sale of cigarettes in the whole nation; estimating on the basis of sales in Chekiang alone, it must be above 200 million yuan. This is really 'frightening to hear' ! I ask my 400 million brethren to ponder awhile: What does the 'amity' of the foreigners really mean?"
Mao Zedong,"The 'Council of Ministers' of the Chinese Government is really both accommodating and agreeable. If one of our foreign masters farts, it is a lovely perfume. If our foreign masters want to export cotton, the Council of Ministers thereupon abolishes the prohibition of the export of cotton; If our foreign masters want to bring in cigarettes, the Council of Ministers thereupon 'instructs the several provinces by telegram to stop levying taxes on cigarettes'. Again, I ask my 400 million brethren to ponder a little. Isn't it true that the Chinese Government is the counting-house of our foreign masters?"
Mao Zedong,"Who are our enemies? Who are our friends? This is a question of the first importance for the revolution. The basic reason why all previous revolutionary struggles in China achieved so little was their failure to unite with real friends in order to attack real enemies. A revolutionary party is the guide of the masses, and no revolution ever succeeds when the revolutionary party leads them astray. To ensure that we will definitely achieve success in our revolution and will not lead the masses astray, we must pay attention to uniting with our real friends in order to attack our real enemies. To distinguish real friends from real enemies, we must make a general analysis of the economic status of the various classes in Chinese society and of their respective attitudes towards the revolution."
Mao Zedong,"The landlord class and the comprador class. In economically backward and semi-colonial China the landlord class and the comprador class are wholly appendages of the international bourgeoisie, depending upon imperialism for their survival ant growth. These classes represent the most backward and most reactionary relations of production in China and hinder the development of her productive forces. Their existence is utterly incompatible with the aims of the Chinese revolution. The big landlord and big comprador classes in particular always side with imperialism and constitute an extreme counterrevolutionary group. Their political representatives are the Étatistes  and the right-wing of the Kuomintang."
Mao Zedong,"The middle bourgeoisie. This class represents the capitalist relations of production in China in town and country. The middle bourgeoisie, by which is meant chiefly the national bourgeoisie, [3] is inconsistent in its attitude towards the Chinese revolution: they feel the need for revolution and favour the revolutionary movement against imperialism and the warlords when they are smarting under the blows of foreign capital and the oppression of the warlords, but they become suspicious of the revolution when they sense that, with the militant participation of the proletariat at home and the active support of the international proletariat abroad, the revolution is threatening the hope of their class to attain the status of a big bourgeoisie. Politically, they stand for the establishment of a state under the rule of a single class, the national bourgeoisie. A self-styled true disciple of Tai Chi-tao [4] wrote in the Chen Pao, [5] Peking, ""Raise your left fist to knock down the imperialists and your right to knock down the Communists."" "
Mao Zedong,"It is against interpreting the Kuomintang's Principle of the People's Livelihood according to the theory of class struggle, and it opposes the Kuomintang's alliance with Russia and the admission of Communists [6] and left-wingers. But its attempt to establish a state under the rule of the national bourgeoisie is quite impracticable, because the present world situation is such that the two major forces, revolution and counter-revolution, are locked in final struggle. Each has hoisted a huge banner: one is the red banner of revolution held aloft by the Third International as the rallying point for all the oppressed classes of the world, the other is the white banner of counterrevolution held aloft by the League of Nations as the rallying point for all the counter-revolutionaries of the world. The intermediate classes are bound to disintegrate quickly, some sections turning left to join the revolution, others turning right to join the counter-revolution; there is no room for them to remain ""independent"". Therefore the idea cherished by China's middle bourgeoisie of an ""independent"" revolution in which it would play the primary role is a mere illusion."
Mao Zedong,"The petty bourgeoisie. Included in this category are the owner-peasants, [7] the master handicraftsmen, the lower levels of the intellectuals--students, primary and secondary school teachers, lower government functionaries, office clerks, small lawyers--and the small traders. Both because of its size and class character, this class deserves very close attention. The owner-peasants and the master handicraftsmen are both engaged in small-scale production. Although all strata of this class have the same petty-bourgeois economic status, they fall into three different sections. The first section consists of those who have some surplus money or grain, that is, those who, by manual or mental labour, earn more each year than they consume for their own support. Such people very much want to get rich and are devout worshipers of Marshal Chao;"
Mao Zedong,"while they have no illusions about amassing great fortunes, they invariably desire to climb up into the middle bourgeoisie. Their mouths water copiously when they see the respect in which those small moneybags are held. People of this sort are timid, afraid of government officials, and also a little afraid of the revolution. Since they are quite close to the middle bourgeoisie in economic status, they have a lot of faith in its propaganda and are suspicious of the revolution. This section is a minority among the petty bourgeoisie and constitutes its right-wing. The second section consists of those who in the main are economically self-supporting. They are quite different from the people in the first section; they also want to get rich, but Marshal Chao never lets them. In recent years, moreover, suffering from the oppression and exploitation of the imperialists, the warlords, the feudal landlords and the big comprador-bourgeoisie, they have become aware that the world is no longer what it was"
Mao Zedong,"They feel they cannot earn enough to live on by just putting in as much work as before. To make both ends meet they have to work longer hours, get up earlier, leave off later, and be doubly careful at their work. They become rather abusive, denouncing the foreigners as ""foreign devils"", the warlords as ""robber generals"" and the local tyrants and evil gentry as ""the heartless rich"". As for the movement against the imperialists and the warlords, they; merely doubt whether it can succeed (on the ground that the foreigners and the warlords seem so powerful), hesitate to join it and prefer to be neutral, but they never oppose the revolution. This section is very numerous, making up about one-half of the petty bourgeoisie."
Mao Zedong,"The third section consists of those whose standard of living is falling. Many in this section, who originally belonged to better-off families, are undergoing a gradual change from a position of being barely able to manage to one of living in more and more reduced circumstances. When they come to settle their accounts at the end of each year, they are shocked, exclaiming, ""What? Another deficit!"" As such people have seen better days and are now going downhill with every passing year, their debts mounting and their life becoming more and more miserable, they ""shudder at the thought of the future"". They are in great mental distress because there is such a contrast between their past and their present. Such people are quite important for the revolutionary movement; they form a mass of no small proportions "
Mao Zedong,"and are the left-wing of the petty bourgeoisie. In normal times these three sections of the petty bourgeoisie differ in their attitude to the revolution. But in times of war, that is, when the tide of the revolution runs high and the dawn of victory is in sight, not only will the left-wing of the petty bourgeoisie join the revolution, but the middle section too may join, and even tight-wingers, swept forward by the great revolutionary tide of the proletariat and of the left-wing of the petty bourgeoisie, will have to go along with the ""evolution."" We can see from the experience of the May 30th Movement [9] of 1925 and the peasant movement in various places that this conclusion is correct."
Mao Zedong,"The semi-proletariat. What is here called the semi-proletariat consists of five categories: the overwhelming majority of the semi-owner peasants,  the poor peasants, the small handicraftsmen,  the shop assistants and the pedlars. The overwhelming majority of the semi-owner peasants together with the poor peasants constitute a very large part of the rural masses. The peasant problem is essentially their problem. The semi-owner peasants, the poor peasants and the small handicraftsmen are engaged in production on a still smaller scale than the owner-peasants and the master handicraftsmen. Although both the overwhelming majority of the semi-owner peasants and the poor peasants belong to the semi-proletariat, they may be further divided into three smaller categories, upper, middle and lower, according to their economic condition. The semi-owner peasants are worse off than the owner-peasants because every year they are short of about half the food they need, and have to make up this deficit by renting land from others, selling part of their labour power, or engaging in petty trading."
Mao Zedong,"In late spring and early summer when the crop is still in the blade and the old stock is consumed, they borrow at exorbitant rates of interest and buy grain at high prices; their plight is naturally harder than that of the owner-peasants' who need no help from others, but they are better off than the poor' peasants. For the poor peasants own no land, and receive only half the harvest or even less for their year's toil, while the semi-owner` peasants, though receiving only half or less than half the harvest of land rented from others, can keep the entire crop from the land they own. The semi-owner peasants are therefore more revolutionary than the owner-peasants, but less revolutionary than the poor peasants. The poor peasants are tenant-peasants who are exploited by the landlords. They may again be divided into two categories according to their economic status. "
Mao Zedong,"One category has comparatively adequate farm implements and some funds. Such peasants may retain half the product of their year's toil. To make up their deficit they cultivate side crops, catch fish or shrimps, raise poultry or pigs, or sell part of their labour power, and thus eke out a living, hoping in the midst of hardship and destitution to tide over the year. Thus their life is harder than that of the semi-owner peasants, but they are better off than the other category of poor peasants. They ate more revolutionary than the semi-owner peasants, but less revolutionary than the other category of poor peasants. As for the latter, they have neither adequate farm implements nor funds nor enough manure, their crops are poor, and, with little left after paying rent, they have even greater need to sell part of their labour power. In hard times they piteously beg help from relatives and friends, borrowing a few tou or sheng of grain to last them a few days, and their debts pile up like loads on the backs of oxen."
Mao Zedong,"They are the worst off among the peasants and are highly receptive to revolutionary propaganda. The small handicraftsmen are called semi-proletarians because, though they own some simple means of production and moreover are self-employed, they too are often forced to sell part of their labour power and are somewhat similar to the poor peasants in economic status. They feel the constant pinch of poverty and dread of unemployment, because of heavy family burdens and the gap between their earnings and the cost of living; in this respect too they largely resemble the poor peasants. The shop assistants are employees of shops and stores, supporting their families on meagre pay and getting an increase perhaps only once in several years while prices rise every year. If by chance you get into intimate conversation with them, they invariably pour out their endless grievances."
Mao Zedong,"Roughly the same in status as the poor peasants and the small handicraftsmen, they are highly receptive to revolutionary propaganda. The pedlars, whether they carry their wares around on a pole or set up stalls along the street, have tiny funds and very small earnings, and do not make enough to feed and clothe themselves. Their status is roughly the same as that of the poor peasants, and like the poor peasants they need a revolution to change the existing state of affairs."
Mao Zedong,"The proletariat. The modern industrial proletariat numbers about two million. It is not large because China is economically backward. These two million industrial workers are mainly employed in five industries--railways, mining, maritime transport, textiles and shipbuilding--and a great number are enslaved in enterprises owned by foreign capitalists. Though not very numerous, the industrial proletariat represents China's new productive forces, is the most progressive class in modern China and has become the leading force in the revolutionary movement. We can see the important position of the industrial proletariat in the Chinese revolution from the strength it has displayed in the strikes of the last four years, such as the seamen's strikes, the railway strike, the strikes in the Kailan and Tsiaotso coal mines,  the Shameen strike  and the general strikes in Shanghai and Hong Kong  after the May 30th Incident."
Mao Zedong,"The first reason why the industrial workers hold this position is their concentration. No other section of the people is so concentrated. The second reason is their low economic status. They have been deprived of all means of production, have nothing left but their hands, have no hope of ever becoming rich and, moreover, are subjected to the most ruthless treatment by the imperialists, the warlords and the bourgeoisie. That is why they are particularly good fighters. The coolies in the cities are also a force meriting attention. They are mostly dockers and rickshaw men, and among them, too, are sewage carters and street cleaners. Possessing nothing but their hands, they are similar in economic status to the industrial workers but are less concentrated and play a less important role in production. There is as yet little modern capitalist farming in China. "
Mao Zedong,"By rural proletariat we mean farm labourers hired by the year, the month or the day. Having neither land, farm implements nor funds, they can live only by selling their labour power. Of all the workers they work the longest hours, for the lowest wages, under the worst conditions, and with the least security of employment. They are the most hard-pressed people in the villages, and their position in the peasant movement is as important as that of the poor peasants."
Mao Zedong,"Apart from all these, there is the fairly large lumpen-proletariat, made up of peasants who have lost their land and handicraftsmen who cannot get work. They lead the most precarious existence of all. In every part of the country they have their secret societies, which were originally their mutual-aid organizations for political and economic struggle, for instance, the Triad Society in Fukien and Kwangtung, the Society of Brothers in Hunan, Hupeh, Kweichow and Szechuan, the Big Sword Society in Anhwei, Honan and Shantung, the Rational Life Society in Chihli  and the three northeastern provinces, and the Green Band in Shanghai and elsewhere  One of China's difficult problems is how to handle these people. Brave fighters but apt to be destructive, they can become a revolutionary force if given proper guidance."
Mao Zedong,"To sum up, it can be seen that our enemies are all those in league with imperialism--the warlords, the bureaucrats, the comprador class, the big landlord class and the reactionary section of the intelligentsia attached to them. The leading force in our revolution is the industrial proletariat. Our closest friends are the entire semi-proletariat and petty bourgeoisie. As for the vacillating middle bourgeoisie, their right-wing may become our enemy and their left-wing may become our friend but we must be constantly on our guard and not let them create confusion within our ranks."
Mao Zedong,"Whatever is written in a book is right — such is still the mentality of culturally backward Chinese peasants. Strangely enough, within the Communist Party there are also people who always say in a discussion, ""Show me where it's written in the book."" When we say that a directive of a higher organ of leadership is correct, that is not just because it comes from ""a higher organ of leadership"" but because its contents conform with both the objective and subjective circumstances of the struggle and meet its requirements. It is quite wrong to take a formalistic attitude and blindly carry out directives without discussing and examining them in the light of actual conditions simply because they come from a higher organ. It is the mischief done by this formalism which explains why the line and tactics of the Party do not take deeper root among the masses. To carry out a directive of a higher organ blindly, and seemingly without any disagreement, is not really to carry it out but is the most artful way of opposing or sabotaging it."
Mao Zedong,"The method of studying the social sciences exclusively from the book is likewise extremely dangerous and may even lead one onto the road of counter-revolution. Clear proof of this is provided by the fact that whole batches of Chinese Communists who confined themselves to books in their study of the social sciences have turned into counter-revolutionaries. When we say Marxism is correct, it is certainly not because Marx was a ""prophet"" but because his theory has been proved correct in our practice and in our struggle. We need Marxism in our struggle. In our acceptance of his theory no such formalisation of mystical notion as that of ""prophecy"" ever enters our minds. Many who have read Marxist books have become renegades from the revolution, whereas illiterate workers often grasp Marxism very well. Of course we should study Marxist books, but this study must be integrated with our country's actual conditions. We need books, but we must overcome book worship, which is divorced from the actual situation."
Mao Zedong,"Do you doubt this conclusion? Facts will force you to accept it. Just try and appraise the political situation or guide the struggle without making any investigation, and you will see whether or not such appraisal or guidance is groundless and idealist and whether or not it will lead to opportunist or putschist errors. Certainly it will. This is not because of failure to make careful plans before taking action but because of failure to study the specific social situation carefully before making the plans, as often happens in our Red Army guerrilla units. Officers of the Li Kuei[2]type do not discriminate when they punish the men for offenses. As a result, the offenders feel they have been unfairly treated, many disputes ensue, and the leaders lose all prestige. Does this not happen frequently in the Red Army? "
Mao Zedong,We must wipe out idealism and guard against all opportunist and putschist errors before we can succeed in winning over the masses and defeating the enemy. The only way to wipe out idealism is to make the effort and investigate the actual situation.
Mao Zedong,"This is our answer to the question: Why do we have to investigate social and economic conditions? Accordingly, the object of our investigation is all the social classes and not fragmentary social phenomena. Of late, the comrades in the Fourth Army of the Red Army have generally given attention to the work of investigation, [3] but the method many of them employ is wrong. The results of their investigation are therefore as trivial as a grocer's accounts, or resemble the many strange tales a country bumpkin hears when he comes to town, or are like a distant view of a populous city from a mountain top. This kind of investigation is of little use and cannot achieve our main purpose. Our main purpose is to learn the political and economic situation of the various social classes. The outcome of our investigation should be a picture of the present situation of each class and the ups and downs of its development. For example, when we investigate the composition of the peasantry, not only must we know the number of owner-peasants, semi-owner peasants and tenant-peasants, who are differentiated according to tenancy relationships, but more especially we must know the number of rich peasants, middle peasants and poor peasants, who are differentiated according to class or stratum."
Mao Zedong,"When we investigate the composition of the merchants, not only must we know the number in each trade, such as grain, clothing, medicinal herbs, etc., but more especially we must know the number of small merchants, middle merchants and big merchants. We should investigate not only the state of each trade, but more especially the class relations within it. We should investigate the relationships not only between the different trades but more especially between the different classes. Our chief method of investigation must be to dissect the different social classes, the ultimate purpose being to understand their interrelations, to arrive at a correct appraisal of class forces and then to formulate the correct tactics for the struggle, defining which classes constitute the main force in the revolutionary struggle, which classes are to be won over as allies and which classes are to be overthrown. This is our sole purpose."
Mao Zedong,"In our investigation we should give attention to the state of all these classes or strata. Only the industrial proletariat and industrial bourgeoisie are absent in the areas where we are now working, and we constantly come across all the others. Our tactics of struggle are tactics in relation to all these classes and strata."
Mao Zedong,"Another serious shortcoming in our past investigations has been the undue stress on the countryside to the neglect of the towns, so that many comrades have always been vague about our tactics towards the urban poor and the commercial bourgeoisie. The development of the struggle has enabled us to leave the mountains for the plains.[4] We have descended physically, but we are still up in the mountains mentally. We must understand the towns as well as the countryside, or we shall be unable to meet the needs of the revolutionary struggle."
Mao Zedong,"The aim of our struggle is to attain socialism via the stage of democracy. In this task, the first step is to complete the democratic revolution by winning the majority of the working class and arousing the peasant masses and the urban poor for the overthrow of the landlord class, imperialism and the Kuomintang regime. The next step is to carry out the socialist revolution, which will follow on the development of this struggle. The fulfilment of this great revolutionary task is no simple or easy job and will depend entirely on correct and firm tactics on the part of the proletarian party. If its tactics of struggle are wrong, or irresolute and wavering, the revolution will certainly suffer temporary defeat. It must be borne in mind that the bourgeois parties, too, constantly discuss their tactics of struggle. They are considering how to spread reformist influences among the working class so as to mislead it and turn it. away from Communist Party leadership, how to get the rich peasants to put down the uprisings of the poor peasants and how to organize gangsters to suppress the revolutionary struggles."
Mao Zedong,"In a situation when the class struggle grows increasingly acute and is waged at close quarters, the proletariat has to depend for its victory entirely on the correct and firm tactics of struggle of its own party, the Communist Party. A Communist Party's correct and unswerving tactics of struggle can in no circumstance be created by a few people sitting in an office; they emerge in the course of mass struggle, that is, through actual experience. Therefore, we must at all times study social conditions and make practical investigations. Those comrades who are inflexible, conservative, formalistic and groundlessly optimistic think that the present tactics of struggle are perfect, that the ""book of documents"""
Mao Zedong,"of the Party's Sixth National Congress guarantees lasting victory, and that one can always be victorious merely by adhering to the established methods. These ideas are absolutely wrong and have nothing in common with the idea that Communists should create favourable new situations through struggle; they represent a purely conservative line. Unless it is completely discarded, this line will cause great losses to the revolution and do harm to these comrades themselves. There are obviously some comrades in our Red Army who are content to leave things as they are, who do not seek to understand anything thoroughly and are groundlessly optimistic, and they spread the fallacy that ""this is proletarian"". They eat their fill and sit dozing in their offices all day long without ever moving a step and going out among the masses to investigate. Whenever they open their mouths, their platitudes make people sick. To awaken these comrades we must raise our voices and cry out to them: "
Mao Zedong,Change your conservative ideas without delay!
Mao Zedong,Replace them by progressive and militant Communist ideas!
Mao Zedong,Get into the struggle!
Mao Zedong,Go among the masses and investigate the facts!
Mao Zedong,. Hold fact-finding meetings and undertake investigation through discussions.
Mao Zedong,"This is the only way to get near the truth, the only way to draw conclusions. It is easy to commit mistakes if you do not hold fact-finding meetings for investigation through discussions but simply rely on one individual relating his own experience. You cannot possibly draw more or less correct conclusions at such meetings if you put questions casually instead of raising key-questions for discussion."
Mao Zedong,What kind of people should attend the fact-finding meetings?
